model,split,batch_size,training_time,epoch,step,imgs_seen,lr,momentum,weight_decay,train_loss,val_loss,val_acc,test_loss,test_acc
MobileNetV1_025_Linear_Probe,WakeVision_train_quality,32,,,,,,,,,,,0.8153013753652573,51.485
,,,,0,49,1568,0.01,0.9,0.0001,0.4442521929740906,0.8231965456962586,51.24,,
,,,,0,99,3168,0.01,0.9,0.0001,0.1852637529373169,0.8231965456962586,51.24,,
,,,,0,149,4768,0.01,0.9,0.0001,0.11522336304187775,0.8231965456962586,51.24,,
,,,,0,199,6368,0.01,0.9,0.0001,0.2373427152633667,0.8231965456962586,51.24,,
,,,,0,249,7968,0.01,0.9,0.0001,0.3656562566757202,0.8231965456962586,51.24,,
,,,,0,299,9568,0.01,0.9,0.0001,0.41609758138656616,0.8231965456962586,51.24,,
,,,0.5746872425079346,0,311,9952,0.01,0.9,0.0001,0.33646589517593384,0.7288301926851273,77.27,0.6977910903006792,78.165
